Season,wOBA,Name,Team,PA,playerid
1929,0.480,Jimmie Foxx,Athletics,638,1004285
1936,0.473,Jimmie Foxx,Red Sox,693,1004285
1930,0.458,Jimmie Foxx,Athletics,673,1004285
1940,0.441,Jimmie Foxx,Red Sox,618,1004285
1941,0.423,Jimmie Foxx,Red Sox,582,1004285
1931,0.422,Jimmie Foxx,Athletics,593,1004285
1937,0.417,Jimmie Foxx,Red Sox,673,1004285
1963,0.378,Jimmie Hall,Twins,571,1005253
1964,0.359,Jimmie Hall,Twins,562,1005253
1965,0.356,Jimmie Hall,Twins,580,1005253
1914,0.353,Jimmie Savage,Rebels,557,1011469
1928,0.327,Jimmie Wilson,- - -,552,1014088
1927,0.315,Jimmie Wilson,Phillies,489,1014088
1911,0.346,Jimmy Austin,Browns,650,1000372
1918,0.341,Jimmy Austin,Browns,442,1000372
1915,0.331,Jimmy Austin,Browns,578,1000372
1913,0.330,Jimmy Austin,Browns,559,1000372
1917,0.312,Jimmy Austin,Browns,534,1000372
1916,0.310,Jimmy Austin,Browns,508,1000372
1919,0.305,Jimmy Austin,Browns,450,1000372
1912,0.304,Jimmy Austin,Browns,604,1000372
1910,0.293,Jimmy Austin,Highlanders,511,1000372
1914,0.290,Jimmy Austin,Browns,523,1000372
1909,0.283,Jimmy Austin,Highlanders,500,1000372
1894,0.422,Jimmy Bannon,Beaneaters,560,1000518
1895,0.422,Jimmy Bannon,Beaneaters,560,1000518
1903,0.385,Jimmy Barrett,Tigers,615,1000596
1900,0.384,Jimmy Barrett,Reds,632,1000596
1902,0.382,Jimmy Barrett,Tigers,594,1000596
1901,0.369,Jimmy Barrett,Tigers,630,1000596
1904,0.321,Jimmy Barrett,Tigers,714,1000596
1949,0.320,Jimmy Bloodworth,Reds,484,1001084
1942,0.313,Jimmy Bloodworth,Tigers,578,1001084
1941,0.305,Jimmy Bloodworth,Senators,550,1001084
1943,0.303,Jimmy Bloodworth,Tigers,519,1001084
1940,0.296,Jimmy Bloodworth,Senators,495,1001084
1941,0.360,Jimmy Brown,Cardinals,610,1001528
1939,0.333,Jimmy Brown,Cardinals,695,1001528
1937,0.311,Jimmy Brown,Cardinals,579,1001528
1942,0.306,Jimmy Brown,Cardinals,668,1001528
1940,0.303,Jimmy Brown,Cardinals,484,1001528
1903,0.314,Jimmy Burke,Cardinals,464,1001683
1901,0.268,Jimmy Burke,- - -,486,1001683
1897,0.412,Jimmy Collins,Beaneaters,585,1002455
1898,0.407,Jimmy Collins,Beaneaters,657,1002455
1901,0.402,Jimmy Collins,Americans,615,1002455
1902,0.387,Jimmy Collins,Americans,474,1002455
1903,0.361,Jimmy Collins,Americans,579,1002455
1900,0.356,Jimmy Collins,Beaneaters,639,1002455
1895,0.352,Jimmy Collins,- - -,462,1002455
1899,0.345,Jimmy Collins,Beaneaters,660,1002455
1905,0.338,Jimmy Collins,Americans,558,1002455
1907,0.329,Jimmy Collins,- - -,579,1002455
1904,0.326,Jimmy Collins,Americans,676,1002455
1890,0.355,Jimmy Cooney,Colts,653,1002586
1891,0.306,Jimmy Cooney,Colts,515,1002586
1926,0.283,Jimmy Cooney,Cubs,559,1002587
1914,0.358,Jimmy Esmond,Hoosiers,605,1003826
1915,0.333,Jimmy Esmond,Pepper,663,1003826
1876,0.304,Jimmy Hallinan,Mutuals,242,1005248
1875,0.301,Jimmy Hallinan,- - -,255,1005248
1921,0.380,Jimmy Johnston,Robins,689,1006466
1923,0.375,Jimmy Johnston,Robins,693,1006466
1922,0.356,Jimmy Johnston,Robins,617,1006466
1925,0.345,Jimmy Johnston,Robins,490,1006466
1920,0.331,Jimmy Johnston,Robins,708,1006466
1918,0.330,Jimmy Johnston,Robins,528,1006466
1919,0.323,Jimmy Johnston,Robins,453,1006466
1890,0.356,Jimmy Knowles,Broncos,551,1007059
1884,0.263,Jimmy Knowles,- - -,346,1007059
1886,0.258,Jimmy Knowles,Nationals,458,1007059
1885,0.287,Jimmy Macullar,Orioles,373,1007936
1884,0.284,Jimmy Macullar,Orioles,404,1007936
1882,0.259,Jimmy Macullar,Red Stockings,313,1007936
1879,0.213,Jimmy Macullar,Stars,249,1007936
1896,0.347,Jimmy McAleer,Spiders,525,1008322
1892,0.319,Jimmy McAleer,Spiders,638,1008322
1895,0.313,Jimmy McAleer,Spiders,580,1008322
1891,0.304,Jimmy McAleer,Spiders,619,1008322
1889,0.281,Jimmy McAleer,Spiders,481,1008322
1945,0.323,Jimmy Outlaw,Tigers,494,1009909
1944,0.322,Jimmy Outlaw,Tigers,584,1009909
1938,0.331,Jimmy Ripple,Giants,569,1010983
2007,0.371,Jimmy Rollins,Phillies,778,971
2004,0.347,Jimmy Rollins,Phillies,725,971
2006,0.346,Jimmy Rollins,Phillies,758,971
2008,0.342,Jimmy Rollins,Phillies,625,971
2005,0.332,Jimmy Rollins,Phillies,732,971
2011,0.325,Jimmy Rollins,Phillies,631,971
2012,0.322,Jimmy Rollins,Phillies,699,971
2001,0.320,Jimmy Rollins,Phillies,720,971
2014,0.319,Jimmy Rollins,Phillies,609,971
2009,0.312,Jimmy Rollins,Phillies,725,971
2003,0.309,Jimmy Rollins,Phillies,689,971
2002,0.301,Jimmy Rollins,Phillies,705,971
2013,0.295,Jimmy Rollins,Phillies,666,971
2015,0.283,Jimmy Rollins,Dodgers,563,971
1894,0.424,Jimmy Ryan,Colts,527,1011341
1890,0.422,Jimmy Ryan,Pirates,550,1011341
1888,0.412,Jimmy Ryan,White Stockings,589,1011341
1889,0.412,Jimmy Ryan,White Stockings,652,1011341
1898,0.410,Jimmy Ryan,Orphans,657,1011341
1893,0.404,Jimmy Ryan,Colts,403,1011341
1902,0.396,Jimmy Ryan,Senators,540,1011341
1895,0.394,Jimmy Ryan,Colts,496,1011341
1892,0.390,Jimmy Ryan,Colts,571,1011341
1897,0.386,Jimmy Ryan,Colts,587,1011341
1891,0.376,Jimmy Ryan,Colts,566,1011341
1896,0.371,Jimmy Ryan,Colts,549,1011341
1887,0.368,Jimmy Ryan,White Stockings,567,1011341
1899,0.361,Jimmy Ryan,Orphans,575,1011341
1903,0.313,Jimmy Ryan,Senators,474,1011341
1903,0.335,Jimmy Sebring,Pirates,546,1011710
1904,0.295,Jimmy Sebring,- - -,559,1011710
1901,0.435,Jimmy Sheckard,Superbas,609,1011843
1903,0.424,Jimmy Sheckard,Superbas,616,1011843
1911,0.406,Jimmy Sheckard,Cubs,704,1011843
1905,0.377,Jimmy Sheckard,Superbas,563,1011843
1899,0.373,Jimmy Sheckard,Orioles,616,1011843
1912,0.367,Jimmy Sheckard,Cubs,660,1011843
1910,0.362,Jimmy Sheckard,Cubs,626,1011843
1907,0.351,Jimmy Sheckard,Cubs,601,1011843
1902,0.348,Jimmy Sheckard,- - -,571,1011843
1906,0.346,Jimmy Sheckard,Cubs,662,1011843
1909,0.339,Jimmy Sheckard,Cubs,644,1011843
1904,0.308,Jimmy Sheckard,Superbas,583,1011843
1903,0.365,Jimmy Slagle,Cubs,643,1012048
1902,0.363,Jimmy Slagle,Orphans,514,1012048
1905,0.347,Jimmy Slagle,Cubs,681,1012048
1900,0.344,Jimmy Slagle,Phillies,664,1012048
1907,0.330,Jimmy Slagle,Cubs,575,1012048
1899,0.326,Jimmy Slagle,Senators,668,1012048
1904,0.316,Jimmy Slagle,Cubs,532,1012048
1906,0.303,Jimmy Slagle,Cubs,571,1012048
1901,0.303,Jimmy Slagle,- - -,505,1012048
1916,0.314,Jimmy Walsh,- - -,485,1013573
1915,0.293,Jimmy Walsh,Athletics,488,1013573
1945,0.359,Jimmy Wasdell,Phillies,540,1013647
1944,0.334,Jimmy Wasdell,Blue Jays,509,1013647
1943,0.323,Jimmy Wasdell,- - -,578,1013647
1928,0.363,Jimmy Welsh,Giants,526,1013773
1925,0.361,Jimmy Welsh,Braves,521,1013773
1927,0.347,Jimmy Welsh,Braves,556,1013773
1926,0.334,Jimmy Welsh,Braves,563,1013773
1899,0.443,Jimmy Williams,Pirates,689,1014005
1901,0.409,Jimmy Williams,Orioles,568,1014005
1902,0.402,Jimmy Williams,Orioles,545,1014005
1906,0.350,Jimmy Williams,Highlanders,571,1014005
1903,0.339,Jimmy Williams,Highlanders,554,1014005
1900,0.337,Jimmy Williams,Pirates,455,1014005
1907,0.332,Jimmy Williams,Highlanders,551,1014005
1904,0.321,Jimmy Williams,Highlanders,612,1014005
1905,0.317,Jimmy Williams,Highlanders,533,1014005
1908,0.312,Jimmy Williams,Browns,619,1014005
1890,0.430,Jimmy Wolf,Colonels,598,1014195
1889,0.338,Jimmy Wolf,Colonels,580,1014195
1887,0.334,Jimmy Wolf,Colonels,611,1014195
1885,0.331,Jimmy Wolf,Colonels,495,1014195
1888,0.328,Jimmy Wolf,Colonels,565,1014195
1884,0.327,Jimmy Wolf,Eclipse,493,1014195
1882,0.317,Jimmy Wolf,Eclipse,327,1014195
1886,0.316,Jimmy Wolf,Colonels,575,1014195
1891,0.314,Jimmy Wolf,Colonels,587,1014195
1883,0.282,Jimmy Wolf,Eclipse,394,1014195
1871,0.432,Jimmy Wood,White Stockings,146,1014222
1872,0.367,Jimmy Wood,- - -,149,1014222
1873,0.340,Jimmy Wood,Whites,217,1014222
1969,0.421,Jimmy Wynn,Astros,653,1014313
1974,0.398,Jimmy Wynn,Dodgers,656,1014313
1972,0.390,Jimmy Wynn,Astros,652,1014313
1970,0.390,Jimmy Wynn,Astros,668,1014313
1968,0.384,Jimmy Wynn,Astros,646,1014313
1975,0.383,Jimmy Wynn,Dodgers,529,1014313
1965,0.373,Jimmy Wynn,Astros,663,1014313
1967,0.366,Jimmy Wynn,Astros,683,1014313
1976,0.355,Jimmy Wynn,Braves,584,1014313
1973,0.337,Jimmy Wynn,Astros,581,1014313
2015,0.335,Joc Pederson,Dodgers,585,11899
1890,0.377,Jocko Fields,Burghers,586,1004029
1891,0.425,Jocko Milligan,Athletics,526,1008944
1983,0.347,Jody Davis,Cubs,550,1003060
1984,0.319,Jody Davis,Cubs,579,1003060
1986,0.317,Jody Davis,Cubs,581,1003060
1985,0.309,Jody Davis,Cubs,536,1003060
2003,0.354,Jody Gerut,Indians,525,1696
2004,0.323,Jody Gerut,Indians,548,1696
1989,0.353,Jody Reed,Red Sox,619,1010771
1990,0.346,Jody Reed,Red Sox,691,1010771
1991,0.332,Jody Reed,Red Sox,696,1010771
1994,0.323,Jody Reed,Brewers,465,1010771
1995,0.313,Jody Reed,Padres,515,1010771
1993,0.301,Jody Reed,Dodgers,504,1010771
1992,0.296,Jody Reed,Red Sox,626,1010771
1996,0.283,Jody Reed,Padres,568,1010771
1956,0.400,Joe Adcock,Braves,500,1000067
1954,0.396,Joe Adcock,Braves,562,1000067
1961,0.376,Joe Adcock,Braves,629,1000067
1960,0.373,Joe Adcock,Braves,570,1000067
1953,0.354,Joe Adcock,Braves,640,1000067
1914,0.352,Joe Agler,Buffeds,554,1000082
1876,0.316,Joe Battin,Brown Stockings,289,1000672
1875,0.248,Joe Battin,Brown Stockings,284,1000672
1874,0.238,Joe Battin,Athletics,227,1000672
1883,0.233,Joe Battin,Alleghenys,399,1000672
1877,0.232,Joe Battin,Brown Stockings,232,1000672
1907,0.277,Joe Birmingham,Naps,503,1000983
1876,0.245,Joe Blong,Brown Stockings,266,1001083
1877,0.234,Joe Blong,Brown Stockings,222,1001083
1875,0.148,Joe Blong,Red Stockings,68,1001083
1928,0.303,Joe Boley,Athletics,479,1001143
1986,0.368,Joe Carter,Indians,709,1002018
1991,0.361,Joe Carter,Blue Jays,706,1002018
1992,0.355,Joe Carter,Blue Jays,683,1002018
1994,0.349,Joe Carter,Blue Jays,483,1002018
1988,0.347,Joe Carter,Indians,670,1002018
1993,0.345,Joe Carter,Blue Jays,669,1002018
1996,0.334,Joe Carter,Blue Jays,682,1002018
1989,0.333,Joe Carter,Indians,705,1002018
1987,0.333,Joe Carter,Indians,629,1002018
1995,0.315,Joe Carter,Blue Jays,603,1002018
1985,0.312,Joe Carter,Indians,523,1002018
1990,0.295,Joe Carter,Padres,697,1002018
1997,0.295,Joe Carter,Blue Jays,668,1002018
1904,0.283,Joe Cassidy,Senators,616,1002053
1905,0.250,Joe Cassidy,Senators,626,1002053
1980,0.377,Joe Charboneau,Indians,512,1002156
1964,0.362,Joe Christopher,Mets,604,1002213
1952,0.387,Joe Collins,Yankees,489,1002456
1913,0.380,Joe Connolly,Braves,513,1002532
2006,0.350,Joe Crede,White Sox,586,227
2003,0.320,Joe Crede,White Sox,580,227
2004,0.311,Joe Crede,White Sox,543,227
1938,0.437,Joe Cronin,Red Sox,637,1002796
1941,0.420,Joe Cronin,Red Sox,615,1002796
1930,0.418,Joe Cronin,Senators,686,1002796
1939,0.412,Joe Cronin,Red Sox,627,1002796
1937,0.406,Joe Cronin,Red Sox,671,1002796
1931,0.398,Joe Cronin,Senators,700,1002796
1932,0.398,Joe Cronin,Senators,629,1002796
1940,0.397,Joe Cronin,Red Sox,645,1002796
1933,0.392,Joe Cronin,Senators,696,1002796
1935,0.379,Joe Cronin,Red Sox,630,1002796
1929,0.376,Joe Cronin,Senators,601,1002796
1934,0.356,Joe Cronin,Senators,567,1002796
1959,0.414,Joe Cunningham,Cardinals,556,1002881
1962,0.378,Joe Cunningham,White Sox,652,1002881
1960,0.339,Joe Cunningham,Cardinals,563,1002881
1908,0.314,Joe Delahanty,Cardinals,553,1003158
1957,0.285,Joe DeMaestri,Athletics,492,1003186
1955,0.277,Joe DeMaestri,Athletics,486,1003186
1954,0.263,Joe DeMaestri,Athletics,572,1003186
1939,0.495,Joe DiMaggio,Yankees,524,1003311
1941,0.486,Joe DiMaggio,Yankees,621,1003311
1937,0.474,Joe DiMaggio,Yankees,692,1003311
1940,0.464,Joe DiMaggio,Yankees,572,1003311
1948,0.447,Joe DiMaggio,Yankees,669,1003311
1950,0.433,Joe DiMaggio,Yankees,606,1003311
1938,0.430,Joe DiMaggio,Yankees,660,1003311
1947,0.417,Joe DiMaggio,Yankees,601,1003311
1936,0.409,Joe DiMaggio,Yankees,668,1003311
1942,0.409,Joe DiMaggio,Yankees,680,1003311
1946,0.407,Joe DiMaggio,Yankees,567,1003311
1951,0.366,Joe DiMaggio,Yankees,482,1003311
1872,0.285,Joe Doyle,Nationals,41,1003465
1920,0.369,Joe Dugan,Athletics,521,1003537
1921,0.355,Joe Dugan,Athletics,507,1003537
1924,0.341,Joe Dugan,Yankees,671,1003537
1926,0.324,Joe Dugan,Yankees,483,1003537
1922,0.324,Joe Dugan,- - -,642,1003537
1923,0.322,Joe Dugan,Yankees,684,1003537
1918,0.241,Joe Dugan,Athletics,447,1003537
1884,0.239,Joe Ellick,- - -,447,1003730
1882,0.259,Joe Farrell,Wolverines,287,1003946
1883,0.248,Joe Farrell,Wolverines,449,1003946
1884,0.247,Joe Farrell,Wolverines,475,1003946
1973,0.373,Joe Ferguson,Dodgers,585,1003990
1977,0.362,Joe Ferguson,Astros,511,1003990
1966,0.347,Joe Foy,Red Sox,658,1004286
1969,0.333,Joe Foy,Royals,609,1004286
1968,0.309,Joe Foy,Red Sox,614,1004286
1920,0.344,Joe Gedeon,Browns,713,1004591
1919,0.316,Joe Gedeon,Browns,534,1004591
1916,0.271,Joe Gedeon,Yankees,491,1004591
1918,0.268,Joe Gedeon,Browns,499,1004591
1877,0.320,Joe Gerhardt,Grays,255,1004629
1878,0.307,Joe Gerhardt,Reds,266,1004629
1883,0.293,Joe Gerhardt,Eclipse,333,1004629
1876,0.277,Joe Gerhardt,Grays,295,1004629
1890,0.277,Joe Gerhardt,- - -,540,1004629
1881,0.268,Joe Gerhardt,Wolverines,304,1004629
1884,0.247,Joe Gerhardt,Eclipse,422,1004629
1886,0.230,Joe Gerhardt,Giants,448,1004629
1875,0.218,Joe Gerhardt,Mutuals,252,1004629
1879,0.212,Joe Gerhardt,Reds,316,1004629
1885,0.194,Joe Gerhardt,Giants,423,1004629
1995,0.300,Joe Girardi,Rockies,506,280
1942,0.423,Joe Gordon,Yankees,625,1004874
1948,0.402,Joe Gordon,Indians,633,1004874
1939,0.396,Joe Gordon,Yankees,648,1004874
1947,0.385,Joe Gordon,Indians,626,1004874
1941,0.381,Joe Gordon,Yankees,665,1004874
1940,0.379,Joe Gordon,Yankees,677,1004874
1938,0.378,Joe Gordon,Yankees,520,1004874
1943,0.375,Joe Gordon,Yankees,650,1004874
1949,0.359,Joe Gordon,Indians,632,1004874
1946,0.338,Joe Grace,- - -,535,1004913
1970,0.348,Joe Hague,Cardinals,524,1005200
1923,0.424,Joe Harris,Red Sox,553,1005421
1927,0.404,Joe Harris,Pirates,486,1005421
1924,0.394,Joe Harris,Red Sox,592,1005421
1923,0.407,Joe Hauser,Athletics,631,1005502
1924,0.396,Joe Hauser,Athletics,634,1005502
1943,0.292,Joe Hoover,Tigers,640,1006009
1944,0.286,Joe Hoover,Tigers,494,1006009
1883,0.323,Joe Hornung,Beaneaters,454,1006031
1882,0.317,Joe Hornung,Red Caps,390,1006031
1884,0.312,Joe Hornung,Beaneaters,535,1006031
1887,0.306,Joe Hornung,Beaneaters,457,1006031
1880,0.291,Joe Hornung,Bisons,350,1006031
1879,0.285,Joe Hornung,Bisons,321,1006031
1888,0.276,Joe Hornung,Beaneaters,449,1006031
1886,0.275,Joe Hornung,Beaneaters,434,1006031
1881,0.271,Joe Hornung,Red Caps,329,1006031
1889,0.271,Joe Hornung,Orioles,562,1006031
1890,0.265,Joe Hornung,Giants,527,1006031
1911,0.494,Joe Jackson,Naps,641,1006301
1912,0.483,Joe Jackson,Naps,653,1006301
1913,0.475,Joe Jackson,Naps,623,1006301
1920,0.474,Joe Jackson,White Sox,649,1006301
1919,0.436,Joe Jackson,White Sox,597,1006301
1916,0.423,Joe Jackson,White Sox,659,1006301
1914,0.411,Joe Jackson,Naps,512,1006301
1915,0.399,Joe Jackson,- - -,530,1006301
1917,0.388,Joe Jackson,White Sox,621,1006301
1920,0.412,Joe Judge,Senators,576,1006644
1930,0.410,Joe Judge,Senators,515,1006644
1924,0.392,Joe Judge,Senators,594,1006644
1923,0.390,Joe Judge,Senators,486,1006644
1929,0.387,Joe Judge,Senators,638,1006644
1928,0.381,Joe Judge,Senators,646,1006644
1919,0.380,Joe Judge,Senators,609,1006644
1926,0.375,Joe Judge,Senators,531,1006644
1922,0.369,Joe Judge,Senators,661,1006644
1921,0.365,Joe Judge,Senators,715,1006644
1927,0.365,Joe Judge,Senators,592,1006644
1918,0.331,Joe Judge,Senators,583,1006644
1894,0.501,Joe Kelley,Orioles,619,1006776
1896,0.472,Joe Kelley,Orioles,627,1006776
1895,0.463,Joe Kelley,Orioles,617,1006776
1897,0.443,Joe Kelley,Orioles,591,1006776
1900,0.413,Joe Kelley,Superbas,513,1006776
1893,0.413,Joe Kelley,Orioles,583,1006776
1899,0.411,Joe Kelley,Superbas,626,1006776
1898,0.403,Joe Kelley,Orioles,530,1006776
1903,0.392,Joe Kelley,Reds,445,1006776
1901,0.370,Joe Kelley,Superbas,539,1006776
1904,0.358,Joe Kelley,Reds,519,1006776
1906,0.307,Joe Kelley,Reds,540,1006776
1914,0.285,Joe Kelly,Pirates,570,1006804
1917,0.277,Joe Kelly,Braves,489,1006804
1890,0.378,Joe Knight,Reds,523,1007040
1936,0.406,Joe Kuhel,Senators,659,1007202
1933,0.392,Joe Kuhel,Senators,674,1007202
1940,0.390,Joe Kuhel,White Sox,703,1007202
1939,0.383,Joe Kuhel,White Sox,623,1007202
1945,0.373,Joe Kuhel,Senators,615,1007202
1938,0.368,Joe Kuhel,White Sox,492,1007202
1944,0.354,Joe Kuhel,Senators,597,1007202
1937,0.352,Joe Kuhel,Senators,614,1007202
1931,0.344,Joe Kuhel,Senators,578,1007202
1941,0.339,Joe Kuhel,White Sox,678,1007202
1942,0.331,Joe Kuhel,White Sox,482,1007202
1935,0.325,Joe Kuhel,Senators,723,1007202
1943,0.302,Joe Kuhel,White Sox,617,1007202
1941,0.339,Joe Marty,Phillies,548,1008205
1940,0.329,Joe Marty,Phillies,482,1008205
2009,0.438,Joe Mauer,Twins,606,1857
2006,0.396,Joe Mauer,Twins,608,1857
2013,0.383,Joe Mauer,Twins,508,1857
2008,0.379,Joe Mauer,Twins,633,1857
2010,0.377,Joe Mauer,Twins,584,1857
2012,0.376,Joe Mauer,Twins,641,1857
2017,0.349,Joe Mauer,Twins,597,1857
2005,0.340,Joe Mauer,Twins,554,1857
2016,0.327,Joe Mauer,Twins,576,1857
2014,0.322,Joe Mauer,Twins,518,1857
2018,0.319,Joe Mauer,Twins,543,1857
2015,0.311,Joe Mauer,Twins,666,1857
1999,0.318,Joe McEwing,Cardinals,575,887
1937,0.467,Joe Medwick,Cardinals,677,1008719
1936,0.429,Joe Medwick,Cardinals,677,1008719
1935,0.428,Joe Medwick,Cardinals,670,1008719
1938,0.406,Joe Medwick,Cardinals,634,1008719
1941,0.401,Joe Medwick,Dodgers,579,1008719
1939,0.401,Joe Medwick,Cardinals,667,1008719
1944,0.389,Joe Medwick,Giants,535,1008719
1934,0.387,Joe Medwick,Cardinals,646,1008719
1933,0.378,Joe Medwick,Cardinals,626,1008719
1940,0.369,Joe Medwick,- - -,616,1008719
1942,0.350,Joe Medwick,Dodgers,587,1008719
1943,0.326,Joe Medwick,- - -,520,1008719
1884,0.277,Joe Miller,Blue Stockings,450,1008906
1885,0.237,Joe Miller,Colonels,369,1008906
1976,0.454,Joe Morgan,Reds,599,1009179
1975,0.443,Joe Morgan,Reds,639,1009179
1974,0.417,Joe Morgan,Reds,641,1009179
1973,0.405,Joe Morgan,Reds,698,1009179
1977,0.399,Joe Morgan,Reds,645,1009179
1972,0.392,Joe Morgan,Reds,680,1009179
1982,0.378,Joe Morgan,Giants,554,1009179
1966,0.362,Joe Morgan,Astros,528,1009179
1970,0.356,Joe Morgan,Astros,658,1009179
1967,0.356,Joe Morgan,Astros,580,1009179
1965,0.356,Joe Morgan,Astros,708,1009179
1971,0.345,Joe Morgan,Astros,689,1009179
1981,0.344,Joe Morgan,Giants,378,1009179
1969,0.344,Joe Morgan,Astros,657,1009179
1979,0.342,Joe Morgan,Reds,538,1009179
1980,0.339,Joe Morgan,Astros,562,1009179
1978,0.335,Joe Morgan,Reds,533,1009179
1890,0.354,Joe Mulvey,Athletics,549,1009313
1889,0.334,Joe Mulvey,Quakers,568,1009313
1887,0.323,Joe Mulvey,Quakers,498,1009313
1891,0.309,Joe Mulvey,Athletics,474,1009313
1886,0.306,Joe Mulvey,Quakers,445,1009313
1885,0.303,Joe Mulvey,Quakers,446,1009313
1884,0.237,Joe Mulvey,Quakers,405,1009313
1888,0.235,Joe Mulvey,Quakers,408,1009313
1992,0.304,Joe Oliver,Reds,534,1009778
1993,0.289,Joe Oliver,Reds,521,1009778
1940,0.369,Joe Orengo,Cardinals,496,1009832
1991,0.308,Joe Orsulak,Orioles,521,1009852
2017,0.329,Joe Panik,Giants,573,11936
2016,0.300,Joe Panik,Giants,526,11936
1970,0.339,Joe Pepitone,- - -,533,1010167
1963,0.332,Joe Pepitone,Yankees,615,1010167
1966,0.326,Joe Pepitone,Yankees,621,1010167
1969,0.319,Joe Pepitone,Yankees,546,1010167
1965,0.307,Joe Pepitone,Yankees,580,1010167
1967,0.304,Joe Pepitone,Yankees,545,1010167
1964,0.304,Joe Pepitone,Yankees,647,1010167
1880,0.247,Joe Quest,White Stockings,308,1010594
1884,0.245,Joe Quest,- - -,375,1010594
1881,0.244,Joe Quest,White Stockings,295,1010594
1878,0.224,Joe Quest,Blues,290,1010594
1879,0.223,Joe Quest,White Stockings,343,1010594
1890,0.368,Joe Quinn,Reds,555,1010607
1895,0.355,Joe Quinn,Browns,597,1010607
1894,0.326,Joe Quinn,Browns,430,1010607
1899,0.315,Joe Quinn,Spiders,640,1010607
1889,0.307,Joe Quinn,Beaneaters,474,1010607
1891,0.293,Joe Quinn,Beaneaters,542,1010607
1884,0.280,Joe Quinn,Maroons,438,1010607
1893,0.277,Joe Quinn,Browns,584,1010607
1892,0.265,Joe Quinn,Beaneaters,574,1010607
1885,0.226,Joe Quinn,Maroons,352,1010607
1999,0.362,Joe Randa,Royals,689,623
2003,0.348,Joe Randa,Royals,566,623
2005,0.340,Joe Randa,- - -,609,623
2000,0.339,Joe Randa,Royals,665,623
2002,0.335,Joe Randa,Royals,617,623
2004,0.329,Joe Randa,Royals,539,623
1998,0.309,Joe Randa,Tigers,514,623
2001,0.301,Joe Randa,Royals,636,623
1972,0.372,Joe Rudi,Athletics,653,1011283
1975,0.367,Joe Rudi,Athletics,515,1011283
1974,0.367,Joe Rudi,Athletics,639,1011283
1976,0.335,Joe Rudi,Athletics,558,1011283
1978,0.316,Joe Rudi,Angels,536,1011283
1971,0.312,Joe Rudi,Athletics,556,1011283
1923,0.439,Joe Sewell,Indians,682,1011766
1921,0.399,Joe Sewell,Indians,683,1011766
1926,0.391,Joe Sewell,Indians,672,1011766
1925,0.387,Joe Sewell,Indians,699,1011766
1924,0.383,Joe Sewell,Indians,685,1011766
1928,0.378,Joe Sewell,Indians,678,1011766
1927,0.377,Joe Sewell,Indians,652,1011766
1931,0.369,Joe Sewell,Yankees,571,1011766
1929,0.368,Joe Sewell,Indians,672,1011766
1922,0.366,Joe Sewell,Indians,656,1011766
1932,0.342,Joe Sewell,Yankees,576,1011766
1933,0.330,Joe Sewell,Yankees,606,1011766
1872,0.272,Joe Simmons,Forest Citys,91,1011982
1871,0.225,Joe Simmons,White Stockings,130,1011982
1875,0.165,Joe Simmons,Westerns,53,1011982
1887,0.331,Joe Sommer,Orioles,530,1012275
1882,0.320,Joe Sommer,Red Stockings,378,1012275
1883,0.301,Joe Sommer,Red Stockings,433,1012275
1884,0.298,Joe Sommer,Orioles,495,1012275
1885,0.292,Joe Sommer,Orioles,498,1012275
1886,0.243,Joe Sommer,Orioles,587,1012275
1878,0.366,Joe Start,White Stockings,287,1012436
1871,0.362,Joe Start,Mutuals,164,1012436
1877,0.343,Joe Start,Dark Blues,277,1012436
1882,0.343,Joe Start,Grays,367,1012436
1881,0.340,Joe Start,Grays,357,1012436
1879,0.332,Joe Start,Grays,324,1012436
1874,0.327,Joe Start,Mutuals,310,1012436
1885,0.321,Joe Start,Grays,413,1012436
1884,0.318,Joe Start,Grays,416,1012436
1883,0.317,Joe Start,Grays,392,1012436
1875,0.308,Joe Start,Mutuals,317,1012436
1880,0.299,Joe Start,Grays,358,1012436
1873,0.281,Joe Start,Mutuals,255,1012436
1876,0.270,Joe Start,Mutuals,265,1012436
1872,0.260,Joe Start,Mutuals,282,1012436
1930,0.368,Joe Stripp,Reds,532,1012623
1932,0.356,Joe Stripp,Dodgers,593,1012623
1933,0.307,Joe Stripp,Dodgers,579,1012623
1895,0.380,Joe Sullivan,Phillies,418,1012697
1896,0.341,Joe Sullivan,- - -,457,1012697
1893,0.328,Joe Sullivan,Senators,552,1012697
1910,0.347,Joe Tinker,Cubs,515,1013075
1903,0.345,Joe Tinker,Cubs,511,1013075
1911,0.342,Joe Tinker,Cubs,593,1013075
1908,0.338,Joe Tinker,Cubs,609,1013075
1912,0.329,Joe Tinker,Cubs,624,1013075
1914,0.323,Joe Tinker,Chi-Feds,500,1013075
1909,0.316,Joe Tinker,Cubs,555,1013075
1902,0.302,Joe Tinker,Orphans,538,1013075
